dataset,raw_value,standard_value,basis,confidence,approval_status
D01,충북대학교 대학원,충북대학교대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,충북대학교경영대학원,충북대학교경영대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,충북대학교 교육대학원,충북대학교교육대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,충북대학교 법무대학원,충북대학교법무대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,충북대학교 산업대학원,충북대학교산업대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,충북대학교 법학전문대학원,충북대학교법학전문대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,충북대학교 세종 국가정책대학원,충북대학교세종국가정책대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,충북대학교 수의방역대학원,충북대학교수의방역대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,충북대학교 북방농업대학원,충북대학교북방농업대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,한국교원대학교,한국교원대학교,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,한국교원대학교대학원,한국교원대학교대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,한국교원대학교교육대학원,한국교원대학교교육대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,한국교원대학교 교육정책전문대학원,한국교원대학교교육정책전문대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,한국체육대학교,한국체육대학교,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,한국체육대학교 대학원,한국체육대학교대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,한국체육대학교 교육대학원,한국체육대학교교육대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,한국체육대학교 사회체육대학원,한국체육대학교사회체육대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,한국체육대학교 스포츠융복합대학원,한국체육대학교스포츠융복합대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,국립한국해양대학교,한국해양대학교,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,국립한국해양대학교대학원,한국해양대학교대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,국립한국해양대학교해사산업대학원,한국해양대학교해사산업대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,국립한국해양대학교 해양과학기술전문대학원,한국해양대학교해양과학기술전문대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,국립한국해양대학교 글로벌물류대학원,한국해양대학교글로벌물류대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,국립한국해양대학교 해양금융대학원,한국해양대학교해양금융대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,국립한국교통대학교,한국교통대학교,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,국립한국교통대학교 대학원,한국교통대학교대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,국립한국교통대학교 교육대학원,한국교통대학교교육대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,국립한국교통대학교 교통대학원,한국교통대학교교통대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,국립한국교통대학교 글로벌융합대학원,한국교통대학교글로벌융합대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,경남과학기술대학교,경남과학기술대학교,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,경남과학기술대학교 대학원,경남과학기술대학교대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,경남과학기술대학교 창업대학원,경남과학기술대학교창업대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,경남과학기술대학교 산업복지대학원,경남과학기술대학교산업복지대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,서울과학기술대학교,서울과학기술대학교,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,서울과학기술대학교 일반대학원,서울과학기술대학교일반대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,서울과학기술대학교 산업대학원,서울과학기술대학교산업대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,서울과학기술대학교 철도전문대학원,서울과학기술대학교철도전문대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,서울과학기술대학교 IT정책전문대학원,서울과학기술대학교it정책전문대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,서울과학기술대학교 나노IT디자인융합대학원,서울과학기술대학교나노it디자인융합대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,서울과학기술대학교 주택도시대학원,서울과학기술대학교주택도시대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,서울과학기술대학교 융합과학대학원,서울과학기술대학교융합과학대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,한경국립대학교,한경국립대학교,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,한경국립대학교 일반대학원,한경국립대학교일반대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,한경국립대학교 공공정책대학원,한경국립대학교공공정책대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,한경국립대학교 교육대학원,한경국립대학교교육대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,한경국립대학교 산업대학원,한경국립대학교산업대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,한경국립대학교 국제개발협력대학원,한경국립대학교국제개발협력대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,한경국립대학교 미래융합기술대학원,한경국립대학교미래융합기술대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,국립한밭대학교,한밭대학교,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
D01,국립한밭대학교 일반대학원,한밭대학교일반대학원,"NFKC, whitespace/punctuation fold, remove parenthetical campus, remove national prefix",high,rule_approved
